375,10000,0,0,0,0,0,1
377,10000,0,0,0,0,0,0
381,10000,0,0,0,0,0,1
386,10000,0,0,0,0,0,0
387,10000,0,0,0,0,0,1
389,10000,0,0,0,0,0,0
393,10000,0,0,0,0,0,1
398,10000,0,0,0,0,0,0
399,10000,0,0,0,0,0,1
404,10000,0,0,0,0,0,0
405,10000,0,0,0,0,0,1
410,10000,0,0,0,0,0,0
411,10000,0,0,0,0,0,1
413,10000,0,0,0,0,0,0
417,10000,0,0,0,0,0,1
422,10000,0,0,0,0,0,0
423,10000,0,0,0,0,0,1
425,10000,0,0,0,0,0,0
429,10000,0,0,0,0,0,1
431,10000,0,0,0,0,0,0
435,10000,0,0,0,0,0,1
437,10000,0,0,0,0,0,0
441,10000,0,0,0,0,0,1
443,10000,0,0,0,0,0,0
447,10000,0,0,0,0,0,1
449,10000,0,0,0,0,0,0
453,10000,0,0,0,0,0,1
455,10000,0,0,0,0,0,0
459,10000,0,0,0,0,0,1
464,10000,0,0,0,0,0,0
465,10000,0,0,0,0,0,1
470,10000,0,0,0,0,0,0
471,10000,0,0,0,0,0,1
473,10000,0,0,0,0,0,0
519,10000,0,0,0,0,0,1
520,10000,0,0,0,0,0,0
525,10000,0,0,0,0,0,1
529,10000,0,0,0,0,0,0
531,10000,0,0,0,0,0,1
532,10000,0,0,0,0,0,0
537,10000,0,0,0,0,0,1
541,10000,0,0,0,0,0,0
543,10000,0,0,0,0,0,1
544,10000,0,0,0,0,0,0
549,10000,0,0,0,0,0,1
550,10000,0,0,0,0,0,0
555,10000,0,0,0,0,0,1
556,10000,0,0,0,0,0,0
561,10000,0,0,0,0,0,1
562,10000,0,0,0,0,0,0
567,10000,0,0,0,0,0,1
568,10000,0,0,0,0,0,0
573,10000,0,0,0,0,0,1
577,10000,0,0,0,0,0,0
579,10000,0,0,0,0,0,1
580,10000,0,0,0,0,0,0
585,10000,0,0,0,0,0,1
589,10000,0,0,0,0,0,0
591,10000,0,0,0,0,0,1
595,10000,0,0,0,0,0,0
597,10000,0,0,0,0,0,1
601,10000,0,0,0,0,0,0
603,10000,0,0,0,0,0,1
604,10000,0,0,0,0,0,0
609,10000,0,0,0,0,0,1
613,10000,0,0,0,0,0,0
615,10000,0,0,0,0,0,1
616,10000,0,0,0,0,0,0
621,10000,0,0,0,0,0,1
622,10000,0,0,0,0,0,0
627,10000,0,0,0,0,0,1
628,10000,0,0,0,0,0,0
633,10000,0,0,0,0,0,1
634,10000,0,0,0,0,0,0
639,10000,0,0,0,0,0,1
640,10000,0,0,0,0,0,0
645,10000,0,0,0,0,0,1
646,10000,0,0,0,0,0,0
651,10000,0,0,0,0,0,1
655,10000,0,0,0,0,0,0
656,10000,0,0,0,0,0,1
661,10000,0,0,0,0,0,0
662,10000,0,0,0,0,0,1
664,10000,0,0,0,0,0,0
1024,10000,0,0,0,0,0,0
